@relation 'mini-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-2,5-7,9,11-13'

@attribute average_login_time numeric
@attribute average_time_per_learning_session numeric
@attribute abandoned_learning_sessions numeric
@attribute preferred_difficulty_level {Low,Medium,High}
@attribute target numeric

@data
13.441567,22.098076,3,Low,1
14.51368,11.667129,5,Low,0
19.920864,74.623847,2,Low,1
14.136074,13.239237,3,Low,1
17.352273,141.308725,4,Medium,1
20.564809,16.838651,1,High,0
11.618844,95.186919,4,Medium,1
18.243312,60.586351,3,Medium,1
16.517497,25.137043,5,Medium,0
8.33656,35.892129,4,Medium,1
11.655157,52.896793,3,Medium,1
17.206053,33.852375,2,Medium,1
20.929273,55.154769,2,Medium,0
10.993059,31.182468,2,Low,0
14.420739,48.455976,2,Low,1
14.226694,21.803388,2,High,1
21.060288,89.602805,3,High,0
12.571466,44.269845,4,Medium,1
11.822875,26.043705,2,Low,1
17.607073,21.166246,6,Low,1
18.568409,28.394963,2,Low,1
16.860214,23.484144,5,Low,1
13.706722,68.799339,2,Medium,0
15.345618,73.142624,1,Low,1
16.304821,25.264361,4,High,1
16.373421,8.094079,1,Low,1
15.771738,17.201868,3,Medium,0
18.632511,18.497174,1,Low,1
13.951409,67.947224,3,Low,0
15.601239,14.477273,2,Low,0
15.570197,32.651095,4,Low,1
17.897954,15.401531,2,Medium,0
10.020623,79.683435,2,High,0
16.317444,11.695662,5,Low,0
14.204774,25.611651,2,Medium,0
12.940197,77.133369,3,Low,0
14.264381,36.214802,1,Low,0
16.425908,115.458198,4,Low,1
9.822709,12.810253,2,Low,1
15.820992,2.626344,6,Medium,1
16.06379,29.781823,2,High,1
13.985699,32.231943,3,High,0
16.028726,306.162337,0,Low,1
14.400217,83.205238,3,Low,0
13.106531,13.434431,1,High,1
16.219475,25.851429,2,Low,1
15.106086,40.597264,3,High,1
15.711521,10.982673,3,Low,1
17.022544,50.800762,0,Low,0
20.682645,80.25615,4,Medium,0
21.118601,14.55264,1,Low,0
15.158448,89.714583,5,High,0
14.510618,12.010672,2,Low,1
14.876268,73.954031,1,Medium,0
14.395386,93.840091,3,High,0
9.700857,47.668677,2,High,0
14.379446,0.377736,3,Low,1
15.673641,43.501645,0,High,1
15.36947,88.318404,4,Medium,0
13.921645,2.731345,3,Medium,1
14.601637,72.683851,6,Low,0
18.258292,65.748886,5,Low,0
19.71214,56.479996,2,High,1
9.335379,86.702373,2,High,0
14.124066,7.641445,3,Low,1
13.494959,162.046162,4,Low,1
16.89221,118.587779,2,Medium,1
10.102132,10.277851,1,High,1
19.710114,72.164413,2,Low,0
12.638173,177.155276,2,Low,1
15.04433,97.200369,1,Low,0
16.675313,116.951721,2,Medium,0
12.039026,33.527499,1,Low,0
18.672996,2.541403,4,Medium,0
12.695582,50.359666,2,Medium,1
18.39824,42.819844,1,Medium,0
15.724265,28.667725,8,Low,1
10.917789,50.640575,3,Medium,1
19.627748,55.06748,3,High,0
10.3653,63.920555,4,High,1
14.152933,70.66966,3,Medium,0
11.823621,20.716391,2,High,1
14.93245,201.537282,7,Low,1
16.264897,12.171212,4,Low,0
18.169877,19.422682,1,Medium,1
19.417269,11.333118,1,Low,0
21.036728,18.920788,3,High,1
13.37364,2.876834,5,High,0
12.136462,8.133181,3,Low,1
10.764575,55.617008,4,Low,0
20.137383,129.096613,3,Medium,0
12.490089,177.824564,3,Medium,1
15.310374,55.769576,4,Medium,0
15.287206,21.061462,2,High,1
11.936859,52.922481,5,Low,1
15.318222,73.244329,5,Low,0
13.841863,6.401937,4,Low,1
8.068787,27.852118,2,Low,1
9.480145,18.625523,3,High,1
16.225752,2.668819,2,Low,0
12.848438,133.662431,1,Medium,0
15.467564,37.923475,5,Low,1
16.857545,101.244571,3,High,1
17.998347,8.650682,3,Low,0
14.127912,2.108028,2,Low,1
13.831694,91.789386,4,Medium,1
14.937109,0.065031,1,Low,1
13.04331,70.321386,1,High,0
15.312467,68.083261,2,Low,1
14.896499,113.376304,2,Low,1
14.896908,2.851287,3,Low,0
14.446383,18.513059,6,Low,1
18.761548,110.580043,1,Medium,1
17.326926,6.054053,3,Medium,1
13.335578,184.986901,3,High,1
18.415165,9.149566,4,Medium,1
17.853897,14.198652,1,Medium,0
14.098578,22.635201,3,Low,1
9.332118,18.637358,4,High,0
15.6187,5.434062,2,Low,0
14.242767,158.257668,1,Medium,0
9.771818,6.449434,2,Low,1
14.975466,46.48381,6,High,0
16.759398,38.000838,1,High,1
15.54938,23.979203,2,Medium,0
11.78279,8.387438,1,Low,1
16.545872,43.731168,2,Low,1
16.1629,10.767326,5,Medium,1
15.716396,7.050961,3,High,0
10.628278,62.566019,4,Medium,1
10.273776,121.511858,4,Low,0
11.469858,124.444743,2,High,1
10.214098,18.042052,3,Low,1
12.977269,5.918514,2,Low,1
15.309684,11.801366,4,High,0
19.703341,151.474699,3,High,1
14.564161,43.037468,0,Low,1
15.896331,6.696206,7,Medium,1
16.09724,0.831638,2,High,0
15.853264,20.567561,1,Medium,1
8.425695,18.608785,7,Medium,1
13.599996,3.104619,4,Low,1
15.331522,21.916712,3,Medium,1
17.171249,5.403515,2,Medium,0
19.459219,34.993763,2,High,0
16.501029,66.124451,3,Medium,0
20.859558,3.180483,3,Medium,1
15.772513,11.582778,1,Low,0
16.384214,20.848851,7,Low,0
16.96969,36.305192,2,Medium,1
19.549954,119.808981,1,Low,1
16.014163,9.815852,5,High,0
14.864949,4.438176,2,High,1
15.646877,2.551858,3,Low,1
14.723541,77.44801,2,Low,1
12.83187,82.569514,2,Low,0
19.446517,120.219949,4,High,1
12.523724,167.486482,2,Medium,1
17.369444,10.931857,1,Low,0
15.340977,26.023188,1,Medium,1
15.893787,35.201824,4,High,1
7.157048,11.796623,3,Low,1
19.130465,65.02135,1,High,1
15.862201,18.134498,3,Low,1
17.378207,0.335575,2,Low,1
16.487066,18.755523,3,Low,0
16.569219,32.910518,4,Medium,0
19.545735,17.593903,8,Medium,1
13.218048,43.511412,3,Low,1
13.405092,42.662726,0,Low,0
12.579915,124.374742,2,High,1
16.946104,109.604559,4,Low,0
16.251849,119.486011,2,Low,0
17.947287,8.663247,1,Medium,1
12.133097,7.303088,5,Low,0
12.245348,210.911345,1,Medium,1
13.748059,32.974773,2,High,1
14.040586,131.125803,3,Low,0
16.076529,126.302498,3,Low,0
17.993944,15.235346,4,Medium,0
19.324717,38.004011,3,Low,0
15.589248,39.721282,3,Low,0
19.650469,19.033537,6,Low,1
17.102304,39.489211,2,Medium,1
18.083105,72.874942,3,Low,0
11.011768,8.109191,4,High,0
16.58977,0.897578,3,Medium,0
6.349886,89.984311,3,Medium,1
14.902957,36.876415,0,Low,1
13.03273,8.065599,6,Medium,1
14.921251,40.012796,3,High,1
14.463782,103.848583,3,Medium,1
13.294821,10.630449,2,Medium,1
8.96403,12.326505,3,High,1
13.401209,44.997654,3,High,1
10.62694,32.955281,4,Low,1
13.039092,5.802335,2,Low,0
13.47191,66.615438,0,Low,0
13.845425,9.915062,1,Medium,1
17.171779,13.801438,2,Low,0
13.692424,36.690726,2,High,0
18.46776,11.731169,4,Low,1
16.228005,19.015679,2,Medium,1
14.484386,18.163216,0,Low,1
19.512746,12.732103,1,High,0
17.524411,6.218198,8,High,1
16.622709,23.451427,1,High,0
10.632119,20.927463,5,Low,1
10.379286,0.013535,6,Low,1
12.316034,34.708404,2,High,0
14.996017,124.912715,5,High,0
13.381542,164.28824,7,Medium,1
4.903691,95.582218,2,Low,0
13.586746,55.880322,1,Low,1
18.476705,237.394445,4,Low,1
6.597337,29.657481,2,High,1
12.371081,64.021191,2,High,1
11.849988,63.097009,4,Medium,0
11.985158,12.09861,3,Low,0
17.38529,79.780304,5,Medium,0
18.6812,26.995839,3,Medium,0
12.276358,1.015537,2,High,1
15.250446,13.226531,2,High,1
12.826544,2.296895,5,Low,1
15.978058,26.650465,3,High,0
18.516792,193.986323,4,High,1
14.294679,94.043388,3,Low,1
14.468592,46.914229,5,Low,1
14.111577,19.154678,4,Low,1
14.746581,43.398236,5,Medium,0
11.623773,265.552497,2,Low,1
12.117394,38.575025,5,High,1
13.077089,29.912768,4,Low,1
13.621463,125.464465,2,Low,1
13.689309,63.138908,2,Medium,1
13.019864,18.968439,1,High,1
14.096345,66.048091,4,High,1
15.612032,35.041268,2,Low,0
17.666196,91.786614,4,Low,1
15.296103,7.468748,3,Medium,1
11.631694,35.713436,3,Medium,0
14.601526,57.346037,4,Medium,1
21.085986,23.936619,3,High,0
15.334764,113.80002,2,Low,1
12.927198,35.322192,2,High,1
15.440728,1.700888,2,Low,1
14.674501,19.959455,2,Medium,0
14.612681,71.679162,2,Medium,0
9.982188,12.683667,7,Medium,1
14.110736,118.520376,2,High,0
17.469256,28.79799,8,Low,0
19.912585,96.809294,4,Low,1
15.852434,19.007342,0,Medium,1
18.224584,58.757668,3,Medium,1
13.380615,61.622232,7,Medium,0
18.870904,99.105713,0,Low,1
20.193177,14.591785,5,Low,0
15.794146,51.76546,1,High,1
12.245329,223.291458,3,Medium,1
18.058101,83.56582,5,Medium,1
16.8043,1.41319,4,Medium,0
14.112843,29.772656,4,High,1
10.08783,9.684362,2,Medium,1
15.206076,57.396355,0,Medium,0
11.30972,7.235872,4,Low,1
19.794899,163.103322,9,Medium,1
16.750604,14.292538,3,Medium,1
18.045214,24.584784,2,Medium,0
9.271867,20.589333,0,Low,1
14.551871,49.181791,4,Low,1
17.687723,2.351914,3,Low,0
14.168215,45.397993,2,Low,0
12.363295,47.861281,2,Medium,1
15.996671,59.228201,5,Low,1
18.075152,12.879817,3,Medium,1
15.835826,6.462132,3,High,1
18.405087,92.025542,2,Low,0
13.474431,2.866292,5,Low,0
14.035004,3.400878,0,Medium,0
18.03357,13.088095,2,Low,1
13.526604,176.966012,4,Medium,1
12.426501,201.067666,1,Low,1
19.595309,20.326665,5,Low,0
11.345601,48.227541,0,High,1
17.236396,54.514679,3,Low,1
11.462881,140.991965,6,Low,0
14.693184,39.168328,4,Medium,1
14.768437,10.748285,4,Low,1
8.669218,108.33615,2,Low,1
17.198748,1.271583,4,Low,0
12.005675,47.332282,2,Low,1
15.519937,32.230934,3,Low,0
16.308774,120.134719,4,High,1
13.698939,6.317493,5,Low,0
14.130848,51.117283,2,Low,1
14.935935,174.171296,1,Low,1
23.349996,36.140364,3,Medium,1
16.192428,22.950333,4,Low,0
12.167958,23.531252,3,Medium,0
16.577805,45.875338,0,Low,0
15.96682,72.605964,7,Low,1
19.965767,135.284225,2,Low,0
15.880606,14.26869,1,Medium,1
14.343582,14.088081,7,Medium,0
18.069459,28.554918,2,Medium,0
15.657144,8.659307,2,Low,1
18.281905,72.379589,5,Low,1
12.179818,85.522496,1,Low,1
9.312453,6.271024,4,High,1
13.379214,3.0401,1,Medium,0
15.493861,126.21042,3,Low,1
10.612746,9.689094,4,Medium,0
17.153079,5.94923,2,Medium,1
14.330231,33.281275,4,Medium,1
18.915722,20.000327,4,Medium,1
16.997889,5.913171,3,Medium,0
15.702962,14.827964,5,High,0
16.090771,5.638366,1,Low,1
17.63567,10.723545,4,High,1
16.253035,58.89922,0,High,0
16.776136,94.562316,6,Low,0
22.040957,75.325796,2,Low,1
19.547405,1.666148,4,Medium,1
19.312446,63.575575,3,High,1
14.979516,19.985717,1,High,1
13.88572,74.575104,1,Low,1
19.433994,3.514143,5,Low,0
13.133218,6.430648,10,Medium,1
12.169122,274.17852,2,Low,1
18.501945,21.838452,0,Low,0
10.573654,47.36735,3,High,0
14.293431,55.150205,3,Low,1
18.016566,45.758656,2,High,1
13.556844,22.066661,1,Low,1
19.009462,28.969596,3,High,1
7.676841,14.186656,2,Low,1
12.694788,73.796736,2,Low,0
15.543085,155.393713,1,Medium,0
15.307843,42.448749,1,Low,0
13.056531,15.12546,2,Low,1
16.2738,65.272543,4,Low,1
15.94376,43.324381,4,Low,1
19.12236,58.353085,4,Medium,0
15.245181,138.975788,3,Low,0
18.080827,21.647241,1,Low,0
13.802485,2.659497,3,Low,1
16.521676,53.408656,3,Medium,1
20.140828,119.654603,3,Low,1
11.011632,17.422171,3,Medium,1
13.666773,17.675764,5,Medium,1
13.335403,21.04751,5,Low,1
14.709113,0.69278,6,Low,1
12.816117,10.80416,2,Medium,0
20.745596,97.767303,3,Low,1
12.701957,17.689612,6,High,1
14.240286,32.733601,1,High,1
20.80636,20.290433,5,High,1
15.708077,25.852767,0,Low,1
11.697468,62.207957,5,Low,0
13.033721,66.153922,2,Medium,0
12.678233,0.914883,2,Medium,1
19.318351,58.530718,3,Low,0
11.828576,39.491772,4,Low,1
15.787402,94.708907,7,Low,1
10.519247,21.692498,2,Low,1
13.553609,36.0754,0,Low,0
19.660822,10.416926,3,Medium,1
17.910077,64.945352,5,Low,1
12.479591,8.682086,2,Low,0
13.385929,7.411455,6,Low,1
17.947979,124.994361,1,High,1
12.485262,229.564513,1,Medium,1
16.99042,96.39804,7,Low,1
16.351062,3.653809,3,Medium,1
20.273452,40.953604,5,Low,1
11.274388,2.59363,2,Low,0
17.297941,222.138329,2,Low,1
11.554397,30.662828,4,Medium,1
13.195942,95.550108,2,High,0
16.220587,100.308587,3,Medium,1
17.753232,108.868124,1,Low,1
14.762962,50.808514,6,Low,0
16.512306,58.148316,5,Medium,0
19.885648,91.497042,1,Medium,1
15.516959,27.473682,3,Medium,0
13.814798,34.479654,3,High,1
17.679371,1.062064,2,Low,1
13.770919,3.101402,1,Low,0
14.590721,20.994071,3,Medium,1
14.801951,9.233854,1,Low,1
17.85548,30.069382,6,High,1
11.052479,60.004766,4,Low,1
16.737443,6.360193,3,Low,1
11.382501,179.988331,3,Low,1
14.038837,127.30481,1,Low,0
19.496712,9.055921,3,Medium,0
18.280993,5.721494,4,Medium,0
13.294315,4.019615,2,Low,1
15.574333,99.031091,2,Medium,1
19.683726,245.119727,5,Medium,1
10.676713,166.469124,4,High,1
11.512264,97.112659,1,Low,1
15.051179,22.208439,4,Low,1
20.81513,74.079055,2,High,1
13.482357,35.092332,1,High,1
13.871745,109.143769,2,Low,0
14.763448,194.946016,2,High,1
15.127598,126.833687,5,Low,1
22.191592,12.544517,1,Low,1
14.590872,37.554867,4,Low,1
18.039639,65.319722,3,Medium,0
18.441065,55.238003,7,Low,1
15.713843,192.808431,2,Low,1
14.071861,25.738433,0,Low,0
14.96495,49.094981,5,High,1
11.435581,77.098362,5,High,0
16.006336,8.878915,4,High,1
17.127837,0.212505,2,Low,1
17.09404,17.204531,4,Low,0
17.33291,11.113323,2,Medium,1
13.523774,2.077812,6,Low,0
13.697409,37.073848,0,High,1
15.466068,23.214984,1,Low,1
15.586193,16.02563,1,Medium,0
12.025431,55.92732,6,High,1
15.088876,43.228636,5,Low,0
13.436778,27.681846,8,Low,1
17.082209,39.148513,2,High,1
13.087,116.293796,5,Medium,1
12.456215,145.265885,5,High,1
14.915349,172.409018,4,Low,1
18.743602,29.872841,1,High,0
21.120393,6.367187,5,High,1
17.538641,107.966604,8,Medium,1
13.641382,52.833728,3,Medium,0
11.218455,32.960329,4,Medium,0
16.920354,118.045714,3,Low,1
14.471977,71.061443,1,High,1
19.019105,20.830415,2,Low,1
19.193562,6.038731,3,High,0
16.633591,43.869728,3,High,1
15.255982,35.117684,3,Medium,1
18.852052,85.272647,2,Low,1
17.364263,4.237468,1,Low,0
12.287005,10.591,6,Medium,0
21.314628,4.506251,1,Low,1
15.940342,0.548663,2,Low,1
10.107588,33.607255,2,Medium,0
16.815669,91.487574,1,Low,1
14.643317,1.524296,6,Low,1
17.058878,40.169209,5,Low,0
17.6432,26.795428,3,High,0
14.390669,214.675995,5,Low,1
14.293459,77.422364,5,Low,1
11.822372,57.743572,2,High,1
16.552231,6.385327,4,Low,0
11.021411,39.780091,7,Low,0
15.808145,150.610715,1,Low,1
15.727934,23.702625,5,Low,1
19.077262,68.967745,6,Low,1
11.05315,158.780896,3,High,1
20.162118,23.953125,3,Low,1
14.318169,10.072728,4,Low,1
10.285399,59.70171,2,Low,1
16.287025,5.99924,2,Low,0
20.210878,58.188058,5,High,1
16.66672,52.397578,5,Low,1
10.674701,58.56813,4,Low,0
11.190183,36.24187,6,Low,0
13.236512,49.784855,2,Low,1
17.400181,186.783635,3,Low,1
14.340543,19.890603,4,Low,0
20.341922,1.457483,1,Medium,1
14.822991,37.736978,1,High,1
16.601595,72.74134,3,Medium,0
16.227685,25.716183,4,Low,0
18.110694,10.420515,6,Low,1
15.42635,26.643909,4,High,0
14.814511,73.791633,4,Low,1
12.139438,6.692726,4,Low,0
17.072233,27.055487,5,Low,1
17.70798,90.579013,2,Medium,1
13.619191,42.105973,6,Medium,1
15.272268,20.014024,5,Medium,1
16.286967,29.087341,1,High,1
10.710561,129.173328,4,Low,1
16.233932,40.586963,1,Low,1
15.792136,55.134235,4,Low,1
9.246445,61.986492,4,Medium,0
8.899133,114.768076,5,Medium,0
15.427712,40.534433,3,Low,1
12.145405,4.336086,1,Medium,1
14.416062,84.022503,2,Low,1
7.324985,79.807193,3,Low,1
9.073348,56.28242,4,Low,0
14.728538,32.407702,4,Low,1
9.734365,14.125074,5,Low,0
17.135105,0.834532,6,Medium,1
15.437754,0.958016,3,Medium,0
14.601711,0.70296,4,High,1
13.673328,196.20916,4,Medium,1
17.782664,211.616825,4,High,1
13.282352,25.472507,3,Low,0
13.013145,56.165032,2,Low,1
14.713517,20.195572,4,Low,1
14.873326,41.652392,0,Low,1
15.404685,49.044008,4,High,1
12.756727,15.120005,1,Low,0
12.865529,1.34665,4,Medium,1
12.390654,13.685614,6,Medium,1
15.899172,51.887924,2,High,0
13.934791,2.783243,1,Low,1
18.126898,12.035069,3,Low,1
14.724617,2.744295,1,High,0
15.444681,44.652491,3,Medium,0
14.629739,23.556993,2,Low,1
12.063812,6.963796,1,Low,1
8.851072,85.9952,3,Low,0
11.081869,16.5119,4,Medium,0
15.019541,34.689546,5,Medium,0
14.429799,60.033304,1,Low,1
16.428211,46.887845,2,Low,1
21.657905,136.266347,3,Low,1
15.606583,47.431376,1,Medium,1
11.59698,3.020666,1,Low,0
11.025784,57.112386,4,Low,1
10.980782,32.088911,2,Low,1
10.035677,22.583349,2,Medium,0
12.946018,27.319564,2,High,1
17.501581,147.823574,3,Low,0
10.441746,23.451892,3,High,1
15.984051,11.798846,1,Low,0
19.48957,5.869634,2,Low,1
13.063563,71.599074,4,Low,0
12.700191,117.325412,1,High,1
18.423102,18.589612,3,High,1
17.935218,11.066817,7,Low,1
13.570909,40.329992,4,Low,1
13.921668,16.470144,1,High,1
15.019242,21.666738,1,High,1
16.817673,19.997565,3,Low,1
16.168702,160.129684,3,Low,1
18.687622,3.860046,2,High,1
14.854561,15.568299,2,Low,1
16.47653,6.698213,2,Medium,1
11.852015,25.067703,4,Low,1
13.511965,126.138862,2,Low,0
11.568888,13.719414,4,Low,1
18.659088,44.435,1,Medium,1
15.434106,23.452895,1,Low,0
24.481035,0.200745,6,High,0
16.222647,57.865749,1,Medium,1
16.360058,54.49968,0,High,0
15.616489,33.457209,6,High,0
12.743971,67.674031,3,Low,1
13.962389,41.389009,4,Low,1
15.371154,154.952947,7,Medium,1
20.843322,44.416335,3,Low,1
13.333008,45.824499,1,High,1
11.098155,14.732094,2,Low,0
14.993906,55.518233,2,High,0
12.65987,76.089328,1,Medium,0
13.580621,55.554524,2,High,1
15.171935,187.388914,2,Low,1
11.022408,59.81613,2,Low,0
17.897764,32.216854,5,Low,1
13.408397,64.117963,2,Low,0
13.708469,144.101747,4,Low,0
17.871408,50.390902,2,Low,1
17.125742,68.703775,3,Low,1
17.751565,99.958947,5,Medium,1
14.665691,26.564159,6,Medium,1
12.783606,29.96241,4,High,1
12.148504,19.797573,2,Low,1
19.531881,54.624179,1,Low,0
13.47745,40.977765,1,Medium,0
16.543735,74.254159,3,Low,1
11.330486,252.469461,2,Low,1
17.339986,9.790154,3,Low,1
13.364003,16.597081,1,Medium,1
15.178839,29.717521,3,Low,0
16.517265,177.351455,2,Medium,0
12.272057,11.248545,2,High,0
17.94153,60.455511,1,High,0
17.41819,23.89244,3,Low,0
15.177792,40.485231,3,Medium,0
14.798999,59.398245,1,High,1
12.293186,86.182338,9,Low,0
13.071051,9.200188,3,Medium,1
15.277545,7.024023,2,Low,0
16.176885,191.202445,4,Low,1
16.10207,21.256679,0,High,0
19.378386,1.555757,3,Low,0
19.907622,11.373221,2,Low,0
18.275018,44.395923,4,Medium,1
9.123655,0.558294,1,Medium,1
15.502422,32.190181,3,High,1
13.123252,71.616911,2,High,0
10.429239,7.44906,3,Low,1
13.773878,39.142603,1,High,0
8.940248,0.661132,0,Medium,1
13.808407,58.340146,1,Low,1
15.74478,1.584608,2,High,0
12.515296,85.040716,6,Low,1
16.878534,0.569344,1,Medium,1
13.936568,6.985932,4,Low,1
19.785332,78.922072,2,High,0
11.782047,10.266819,5,High,0
16.094443,131.265843,5,High,1
18.411933,53.469905,3,Medium,1
15.670242,49.786677,5,Low,1
14.942415,6.899817,2,Low,1
17.363186,20.165413,2,Medium,1
9.070223,77.407261,0,High,0
9.700157,13.180779,2,Medium,1
14.012132,49.598322,2,High,1
12.034773,18.656787,3,Low,1
15.37737,55.088902,4,Medium,1
17.709248,67.359237,2,High,1
14.202672,171.051313,3,Low,1
18.334194,41.360418,5,Medium,0
17.371643,43.920895,3,Low,1
15.692066,79.48404,3,Low,1
13.592945,42.73288,1,Low,1
14.658474,10.809871,1,Low,1
9.619223,64.836803,2,Low,0
10.762947,4.193615,4,Low,0
16.41707,117.414475,2,High,1
18.244841,20.867973,3,Low,1
17.295312,19.683914,5,High,0
12.642316,86.453047,4,Low,1
13.905951,63.022355,1,Low,0
16.573728,4.33729,1,Medium,1
14.17765,74.043868,4,Medium,0
12.519682,70.540009,6,Medium,0
13.040526,55.630129,3,Medium,1
13.616166,123.232566,4,Medium,1
18.057421,20.044546,5,Low,0
16.056835,53.470172,0,Low,1
14.937292,87.447466,2,Low,0
12.454261,11.480114,1,Medium,1
16.13836,45.604806,0,Low,1
17.344987,47.032616,6,High,1
21.651169,0.251581,6,Low,1
11.664525,17.798248,0,Low,1
19.604373,10.219018,2,Medium,1
13.128272,58.700692,6,Low,1
16.569617,80.620675,4,Low,0
10.804965,67.431311,3,Low,1
15.495467,208.110376,5,Medium,1
14.663351,4.082019,0,Low,0
19.287683,13.400648,4,Low,1
16.821488,28.999853,1,Medium,1
12.956977,3.094111,2,Low,0
16.69691,130.392781,2,Low,1
15.632133,91.808635,0,Low,0
13.348284,2.648176,2,Medium,1
13.713019,34.630586,1,Medium,0
14.165773,39.463379,4,Low,0
16.883869,66.682505,4,Low,1
14.847368,83.422844,7,Low,0
12.169477,52.038553,2,High,1
13.943051,5.244396,4,Low,1
19.711123,16.508912,2,Medium,1
13.292232,72.496517,0,Low,1
12.865722,14.358437,1,Low,1
14.859546,86.443965,3,Low,1
16.010248,4.391954,5,High,0
12.258582,36.92673,4,High,0
13.724262,26.71711,4,High,0
15.229378,13.661494,1,Low,0
12.985715,100.444595,5,High,1
8.518362,17.783922,6,High,1
14.121036,107.565086,6,High,0
14.813552,90.31271,3,Low,0
15.571308,59.517665,2,Low,0
15.259155,28.278531,4,Medium,0
13.554567,131.925707,5,Low,1
15.095181,21.499355,1,Low,1
13.87427,81.094202,2,High,1
10.38825,96.16659,1,Low,1
17.957959,1.597367,2,High,0
15.948958,62.393186,5,Low,1
17.716551,154.532479,5,Low,1
14.646181,52.396615,3,Medium,0
16.114135,14.181148,1,High,1
13.0712,30.980757,4,Low,1
9.602842,10.603544,1,Low,1
18.945095,1.432202,6,Medium,0
10.944121,22.39813,3,Low,1
13.932444,93.791228,3,Low,1
17.953345,108.081695,4,Medium,0
15.350803,54.391679,2,High,1
12.809361,7.066092,4,High,0
10.787922,1.504933,2,Low,1
15.817154,18.734512,6,Low,1
9.40402,4.22436,4,High,0
16.849109,95.17339,4,Low,0
12.294508,20.992149,6,Low,0
12.187957,161.645223,0,Low,0
12.4954,46.145454,5,Low,0
14.979217,14.466521,4,Medium,1
12.135433,63.70367,3,Low,1
16.567138,38.957068,3,Low,1
14.169421,2.187656,4,Medium,1
20.025409,144.536251,6,Medium,1
14.699803,5.663419,0,Medium,0
11.591283,21.120959,5,Low,1
10.316237,21.843903,4,High,1
13.321477,64.153398,3,High,0
17.026035,38.004601,2,High,0
19.938323,36.091859,3,High,0
17.415511,47.235869,1,Medium,0
16.295017,110.50064,3,Low,1
13.459152,4.374709,4,Low,0
19.115191,81.018753,4,Low,1
19.503711,109.934608,5,Low,0
12.331547,197.578605,4,Low,1
13.5583,27.705305,2,High,1
11.490229,11.23945,2,Medium,1
16.902356,59.070136,6,High,0
8.736547,47.739211,4,Low,0
15.204303,5.483054,2,Low,1
14.239515,31.549802,1,Low,1
9.942709,28.861003,1,High,1
16.002672,107.822606,5,High,0
20.516886,30.202053,5,High,0
15.254428,12.442508,1,Medium,1
19.089267,6.014685,1,High,0
10.78352,43.947993,2,Medium,1
17.191298,68.649667,2,High,0
17.830885,9.813958,4,High,1
20.18045,5.490492,1,High,1
13.284393,29.990416,4,Low,1
22.601435,212.645449,5,High,1
19.444155,88.781035,2,Low,1
16.643299,15.576648,5,Low,1
11.863387,146.774633,7,Low,1
15.6882,4.505737,3,Low,1
11.599878,31.547885,2,Low,1
13.278907,4.641368,5,Medium,0
14.821036,17.33048,1,Medium,0
18.801847,61.018812,4,Low,1
10.963652,5.040395,1,Medium,0
19.038392,47.572487,2,Medium,1
15.986151,6.32588,2,Low,0
9.772227,148.05891,4,Low,0
11.232182,5.206912,6,Medium,0
14.549913,62.401016,4,Medium,1
11.6296,29.123018,0,Medium,1
18.613155,5.282294,2,Medium,1
16.744756,71.713911,4,High,0
17.601474,4.413249,1,Low,1
14.422246,9.688749,1,Low,0
18.678508,24.536774,1,High,1
13.065612,30.743846,2,Low,1
18.244202,59.026039,4,Medium,0
14.164973,13.871734,0,Low,0
11.92254,55.651465,6,Medium,1
15.221116,76.455311,3,High,1
19.898051,183.201305,2,Low,1
16.221199,15.609721,3,Low,1
14.458178,29.125734,6,Low,1
11.83959,8.614991,0,Medium,1
14.533585,34.95556,3,Medium,1
12.240172,65.044617,1,Low,1
20.487658,44.464668,0,Low,0
15.78141,102.507584,6,Low,0
11.670322,2.965111,3,Low,1
5.976336,10.446734,4,High,1
15.33342,22.187457,3,Medium,1
15.290521,86.70326,4,Medium,0
12.034585,24.504842,5,High,0
15.086834,130.700837,4,Low,1
13.480471,65.700789,2,Medium,0
16.025283,66.039199,4,Low,1
14.255806,18.816262,1,High,1
8.609667,35.147985,1,High,1
19.248442,17.020634,1,Medium,0
14.005258,36.632381,4,High,0
11.078183,24.470088,1,High,1
18.137068,0.95348,1,Low,1
12.044751,21.94414,4,Low,1
14.092875,15.570916,4,Medium,1
12.795933,48.948765,2,Low,1
9.839311,66.798375,5,Low,1
11.961061,82.277171,2,Low,1
12.301664,82.483866,3,Low,0
15.335744,96.313175,3,High,1
15.857534,136.680753,3,High,0
18.701476,85.23333,7,High,0
11.598594,46.301984,2,Medium,1
12.455787,65.033454,3,Low,1
16.137804,5.559016,7,Low,0
15.38699,21.840909,0,Medium,0
14.216553,98.171534,2,Medium,0
12.845864,20.191868,4,Medium,1
12.030545,50.909831,1,Medium,1
19.305424,42.451744,4,High,0
18.736183,34.435662,2,Medium,0
8.055991,107.48937,0,Low,1
13.534331,8.878465,4,Low,0
13.685877,252.519684,1,Low,1
18.933774,2.987762,5,Low,0
18.165631,201.398369,7,Low,1
15.377394,74.284524,1,Medium,0
12.721041,39.517697,1,Medium,0
14.392009,19.752237,2,Low,1
18.573304,12.796213,1,High,1
17.561051,112.232822,7,Medium,1
13.697567,13.190572,4,Low,0
13.517786,33.861371,4,Medium,0
